,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link
2292,SIA/CG/MIN/452941/2023,OL/EC/MIN/BALODA BAZAR/2778,Shikari Keshli Low Grade Limestone Quarry,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Nov 2023 ,Non-Coal Mining,SANJAY MAKKAD,Agenda Uploaded by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/452941/2023&pid=228404
2293,SIA/CG/MIN/175723/2020,OL/EC/MIN/DANTEWADA/1407,Manjhipadar Sand Mine,Chhattisgarh,Dantewada,Dantewada,Date of Submission for EC: 28 Oct 2020 ,Date of Ec Granted : 28 Jun 2021,Non-Coal Mining,ASHISH KUMAR CHAUHAN,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/175723/2020&pid=134086
2294,SIA/CG/MIN/65261/2017,OL/EC/LIME_STONE/BASTAR/607,"Limestone Mine, Village - Rajoor",Chhattisgarh,Bastar,Jagdalpur,Date of Submission for TOR: ,Date of Submission for EC: 08 Jun 2017 ,Non-Coal Mining,SMT USHA RAJPURIA,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/65261/2017&pid=35509
2295,SIA/CG/MIN/42463/2019,OL/EC/MIN/RAJNANDGAON/995,Naveen Kumar Jain,Chhattisgarh,Rajnandgaon,Dongargaon,Date of Submission for EC: 05 Feb 2020 ,Date of Ec Granted : 15 Jun 2020,Non-Coal Mining,NAVEEN  KUMAR JAIN,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/42463/2019&pid=63296
2296,SIA/CG/MIN/449660/2023,OL/EC/MIN/SAKTI/2736,Dwarika Gupta,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 01 Nov 2023 ,Non-Coal Mining,DWARIKA GUPTA,For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/449660/2023&pid=227595
2297,SIA/CG/MIN/452551/2023,,"M/s Vidyasagar Infrastructure , Partner Shri Mukesh Kumar Jain",Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 17 Nov 2023 ,Non-Coal Mining, VIDYASAGAR INFRASTRUCTURES,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/452551/2023&pid=228288
2298,SIA/CG/MIN/217146/2021,OL/EC/MIN/DANTEWADA/1717,Narsinghpur Sand Quarry  of Vijay Kumar Sharma,Chhattisgarh,Balrampur,ramanujganj,Date of Submission for EC: 29 Jun 2021 ,Date of Ec Granted : 17 Sep 2021,Non-Coal Mining,VIJAY KUMAR SHARMA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/217146/2021&pid=188736
2299,SIA/CG/IND/60595/2018,OL/EC/IND/RAIGARH/733,AR ISPAT,Chhattisgarh,Raigarh,Gharghoda,Date of Submission for EC: 07 Feb 2021 ,Date of Ec Granted : 23 Jun 2021,Industrial Projects - 1,AR ISPAT,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/60595/2018&pid=163039
2300,SIA/CG/MIN/428042/2023,OL/EC/MIN/BIJAPUR/2398,talraguda-1,Chhattisgarh,,,Date of Submission for EC: 04 May 2023 ,Date of Ec Granted : 29 Sep 2023,Non-Coal Mining,PUNYAVATI KAKA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/428042/2023&pid=219292
2301,SIA/CG/IND1/451124/2023,OL/TOR/MIN/SARANGARH_BILAIGARH/2667,"Proposed Aluminium Hydrate of 19900 TPA along with steam generated Boiler of 10TPH capacity by Madhya Bharat Minerals Pvt. Ltd at Kh No 201/3 & plot no A1 & A2, Village-Harinchhapara, Tehsil-Bodla, Dist.-Kabirdham, Chhattisgarh",Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 02 Nov 2023 ,Industrial Projects - 1, MADHYA BHARAT MINERALS PRIVATE LIMITED,For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND1/451124/2023&pid=227665
2302,SIA/CG/MIN/33957/2015,OL/EC/STONEMINE/GARIYABANDH/206,M/s Tulesh Kumar Rajput (Ordinary Stone),Chhattisgarh,Gariaband,No Data,Date of Submission for EC: 07 Dec 2015 ,Date of Ec Granted : 12 Sep 2016,Non-Coal Mining,TULESH KUMAR RAJPUT ORDINARY STONE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/33957/2015&pid=3305
2303,SIA/CG/NCP/57254/2016,OL/EC/NCP/RAIPUR/474,GD Logistics Park by LL Logistics Pvt. Limited,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 08 Jul 2016 ,Date of Ec Granted : 24 Nov 2017,INFRA-1,L L LOGISTICTS PRIVATE LIMITED,EC Granted - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/NCP/57254/2016&pid=23331
2304,SIA/CG/MIN/451384/2023,OL/EC/MIN/BALODA_BAZAR/1797,Ranijaroud Limestone Quarry Project ,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 04 Nov 2023 ,Non-Coal Mining,ANIL JASWANI,Agenda Uploaded by SEAC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/451384/2023&pid=227788
2305,SIA/CG/MIN/35943/2015,,Quart Minez,Chhattisgarh,Mahasamund,Basna,Date of Submission for TOR: ,Date of Submission for EC: 24 Dec 2015 ,Non-Coal Mining,RAJESH SHARMA,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/35943/2015&pid=5083
2306,SIA/CG/MIN/38609/2016,OL/EC/SAND_MINE/DURG/289,Birejhar Sand Mine,Chhattisgarh,Durg,Durg,Date of Submission for EC: 07 Jan 2016 ,Date of Ec Granted : 06 Jul 2016,Non-Coal Mining,SARPANCH BIREJHAR,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/38609/2016&pid=7682
2307,SIA/CG/CMIN/456204/2023,OL/EC/CMIN/KORBA/2967,RANI ATARI UNDERGROUND COAL MINE PROJECT,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 20 Dec 2023 ,Coal Mining,SOUTH EASTERN COAL FIELDS LIMITED,Agenda Uploaded by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/CMIN/456204/2023&pid=230598
2308,SIA/CG/IND/29823/2018,OL/EC/IND/RAIPUR/752,Prakash Industries Ltd. [Rolling Mill Division Unit # 1],Chhattisgarh,Raipur,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 16 Sep 2021 ,Industrial Projects - 1,Prakash Industries Limited,For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/29823/2018&pid=191184
2309,SIA/CG/MIN/62519/2019,OL/EC/MIN/GARIABAND/956,BASIN FLAGSTONE QUARRY MINES OF MANISH KUMAR SAHU,Chhattisgarh,Gariaband,Rajim,Date of Submission for EC: 07 May 2021 ,Date of Ec Granted : 28 Jun 2021,Non-Coal Mining,MANISH KUMAR SAHU,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/62519/2019&pid=177933
2310,SIA/CG/MIN/33783/2015,OL/EC/CLAYMINE/BILASPUR/192,sarwani Brick earth Quarry,Chhattisgarh,Bilaspur,Bilha,Date of Submission for EC: 04 Dec 2015 ,Date of Ec Granted : 17 Mar 2016,Non-Coal Mining,SARWANI BRICK EARTH QUARRY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/33783/2015&pid=3125
2311,SIA/CG/MIN/62622/2017,OL/EC/SAND_MINE/DABHA/559,dabha sand mine,Chhattisgarh,Dhamtari,Dhamtari,Date of Submission for EC: 18 Feb 2017 ,Date of Ec Granted : 05 May 2017,Non-Coal Mining,DABHA SAND MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/62622/2017&pid=34219
2312,SIA/CG/CMIN/19653/2015,OL/EC/IND/JANJGIR_CHAMPA/2022,Paras Power and Coal Benefication Limited,Chhattisgarh,Janjgir - Champa,Baloda,Date of Submission for EC: 19 Jun 2017 ,Date of Ec Granted : 28 Oct 2017,Coal Mining,PARAS POWER AND COAL BENEFICIATION LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/CMIN/19653/2015&pid=35633
2313,SIA/CG/MIN/34994/2015,OL/EC/LIMESTONE_MINE/BILASPUR/229,Mohtara & Masturi Limestone quarry,Chhattisgarh,Bilaspur,Masturi,Date of Submission for EC: 18 Dec 2015 ,Date of Ec Granted : 18 Mar 2016,Non-Coal Mining,MS KANHAIYA MINERALS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/34994/2015&pid=4271
2314,SIA/CG/MIN/32767/2015,OL/EC/SANDMINE/RAIGARH/154,Bokramuda Sand Mine,Chhattisgarh,Raigarh,Raigarh,Date of Submission for EC: 13 Nov 2015 ,Date of Ec Granted : 10 Feb 2016,Non-Coal Mining,GRAM PNCHAYAT SARDAMAL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/32767/2015&pid=2224
2315,SIA/CG/MIN/413854/2023,OL/EC/MIN/SURAJPUR/2263,Semai Ordinary Stone mine of Maa Jagdambey Bhavani Stone Works,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2023 ,Non-Coal Mining, MAA JAGDAMBEY BHAVANI STONE WORKS,Agenda Uploaded by SEAC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/413854/2023&pid=215139
2316,SIA/CG/MIN/413585/2023,OL/EC/MIN/SURGUJA/2073,"Dandkesra Bauxite Mine of M/s Chhattisgarh Mineral Development Corporation Ltd. (CMDC), Raipur",Chhattisgarh,,,Date of Submission for EC: 09 Jan 2023 ,Date of Ec Granted : 23 Mar 2023,Non-Coal Mining,CHHATTISGARH MINERAL DEVELOPMENT CORPORATION LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/413585/2023&pid=215084
2317,SIA/CG/IND/57073/2018,,HIRA STEELS LIMITED,Chhattisgarh,Raipur,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 30 Sep 2020 ,Industrial Projects - 1,HIRA STEELS LIMITED,Transfered SEIAA To MOEFCC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/57073/2018&pid=135202
2318,SIA/CG/MIN/55048/2016,,SURENDRA SHARMA STONE MINE,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 01 Jun 2016 ,Non-Coal Mining,SURENDRA SHARMA STONE MINE,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/55048/2016&pid=21311
2319,SIA/CG/MIN/453378/2023,,Tanera Ordinary Stone Quarry,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 06 Dec 2023 ,Non-Coal Mining,SUNIL AGRAWAL,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453378/2023&pid=229086
2320,SIA/CG/MIN/67035/2021,OL/EC/MIN/DURG/1780,,Chhattisgarh,Durg,Patan,Date of Submission for EC: 12 Aug 2022 ,Date of Ec Granted : 20 Apr 2023,Non-Coal Mining,SHRI SHYAM VENTURES.,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/67035/2021&pid=209874
2321,SIA/CG/MIN/38790/2016,OL/EC/SANDMINE/SURAJPUR/294,Semra sand project ,Chhattisgarh,Surajpur,Surajpur,Date of Submission for TOR: ,Date of Submission for EC: 08 Jan 2016 ,Non-Coal Mining,SEMRA GRAM PANCHAYAT,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/38790/2016&pid=7833
2322,SIA/CG/MIN/131057/2019,OL/EC/MIN/JASHPUR/1058,Sand Excavation Project of Happy Agrawal,Chhattisgarh,Jashpur,Bagicha,Date of Submission for EC: 13 Dec 2019 ,Date of Ec Granted : 08 May 2020,Non-Coal Mining,HAPPY AGRAWAL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/131057/2019&pid=79291
2323,SIA/CG/MIN/39314/2016,OL/EC/LIMESTONE_MINE/BILASPUR/298,Durugadih Limestone Quarry Mine of Mahesh Sharma,Chhattisgarh,Bilaspur,Bilha,Date of Submission for TOR: ,Date of Submission for EC: 09 Jan 2016 ,Non-Coal Mining,MAHESH SHARMA,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/39314/2016&pid=8312
2324,SIA/CG/MIN/456458/2023,,Dasheram Khande 									,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 22 Dec 2023 ,Non-Coal Mining,DASHE KHANDEY,Under examination of SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/456458/2023&pid=230654
2325,SIA/CG/CMIN/456345/2023,OL/EC/MIN/KORBA/2975,VIJAY WEST UNDERGROUND COAL MINE PROJECT,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 22 Dec 2023 ,Coal Mining,SOUTH EASTERN COAL FIELDS LIMITED,Agenda Uploaded by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/CMIN/456345/2023&pid=230666
2326,SIA/CG/MIN/453503/2023,,"FLAGSTONE QUARRY, VILLAGE DEOGAON, PROJECT PROPONENT MOHAMMAD SALIM",Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 28 Nov 2023 ,Non-Coal Mining,MOHAMMAD SALIM,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453503/2023&pid=228668
2327,SIA/CG/MIN/194857/2021,OL/EC/MIN/JASHPUR/1540,Brick Earth Mine of Suresh Kumar Sao (Saraitoli),Chhattisgarh,Jashpur,Kunkuri,Date of Submission for EC: 18 Feb 2021 ,Date of Ec Granted : 25 Jun 2021,Non-Coal Mining,SURESH KUMAR SAO,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/194857/2021&pid=160497
2328,SIA/CG/MIN/451385/2023,OL/EC/MIN/BALODA_BAZAR/1909,Khairwari Stone Quarry Project ,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 06 Nov 2023 ,Non-Coal Mining,NIKUNJ PATEL,Agenda Uploaded by SEAC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/451385/2023&pid=227800
2329,SIA/CG/MIN/34353/2015,OL/EC/LIMESTONE_MINE/RAIPUR/217,NARDAHA LIMESTONE PROJECT,Chhattisgarh,Raipur,Arang,Date of Submission for TOR: ,Date of Submission for EC: 12 Dec 2015 ,Non-Coal Mining,NARDAHA LIMESTONE QUARRY,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/34353/2015&pid=3757
2330,SIA/CG/MIN/453920/2023,,Paras Ram Sinha Earth Bricks Quarry,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 30 Nov 2023 ,Non-Coal Mining,SURYAKANT SINHA,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453920/2023&pid=228832
2331,SIA/CG/MIN/35777/2015,OL/EC/sand_quarry/RAIPUR/257,Otebandh sand quarry,Chhattisgarh,Raipur,Bhatapara,Date of Submission for EC: 27 Dec 2015 ,Date of Ec Granted : 06 Apr 2016,Non-Coal Mining,GRAM PANCHAYAT OTEBANDH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/35777/2015&pid=4933
2332,SIA/CG/MIN/35780/2015,OL/EC/sand_quarry/BALODA_BAZAR/256,chakarway sand quarry,Chhattisgarh,Raipur,Simga,Date of Submission for EC: 27 Dec 2015 ,Date of Ec Granted : 06 Apr 2016,Non-Coal Mining,GRAM CHAKARWAY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/35780/2015&pid=4936
2333,SIA/CG/MIN/144096/2020,OL/EC/MIN/KANKER/1189,Ramesh Panjani Kewtintola Ordinary Stone Mine,Chhattisgarh,Kanker,Kanker,Date of Submission for EC: 17 Mar 2020 ,Date of Ec Granted : 06 Feb 2021,Non-Coal Mining,RAMESH PANJWANI ORDINARY STONE MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/144096/2020&pid=91534
2334,SIA/CG/MIN/34676/2019,OL/EC/MIN/DURG/828,CHANGORI CLAY MINE VILLAGE - CHANGORI DISTRICT - DURG (CHHATTISGARH),Chhattisgarh,Durg,Durg,Date of Submission for EC: 02 Aug 2019 ,Date of Ec Granted : 22 Feb 2021,Non-Coal Mining,CHANGORI BRICK EARTH MINE DURG CHHATTISGARH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/34676/2019&pid=54749
2335,SIA/CG/MIN/182256/2020,OL/EC/MIN/RAIPUR/1462,gkc project limited,Chhattisgarh,Raipur,Abhanpur,Date of Submission for EC: 06 Nov 2020 ,Date of Ec Granted : 12 Apr 2021,Non-Coal Mining,GKC PROJECTS LIMITED BENDRI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/182256/2020&pid=142599
2336,SIA/CG/IND/202183/2021,OL/EC/IND/RAIPUR/1586,M/s Manav Energy & Steel pvt ltd,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 06 Mar 2021 ,Date of Ec Granted : 25 Jun 2021,Industrial Projects - 1,MS MANAV ENERGY AND STEEL PVT LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/202183/2021&pid=172294
2337,SIA/CG/MIN/173567/2020,OL/EC/MIN/BALRAMPUR/1396,Pachawal sand mine of Hitesh Singh Thakur,Chhattisgarh,Balrampur,ramanujganj,Date of Submission for EC: 16 Sep 2020 ,Date of Ec Granted : 28 Dec 2020,Non-Coal Mining,PACHAWAL SAND MINE OF HITESH SINGH THAKUR,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/173567/2020&pid=130472
2338,SIA/CG/MIN/453921/2023,,Mehfooz Ahmed,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 30 Nov 2023 ,Non-Coal Mining,MOHAMMED YAKIN,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453921/2023&pid=228831
2339,SIA/CG/MIN/453534/2023,OL/EC/MIN/GARIYABAND/2809,purnapani sand mine,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 28 Nov 2023 ,Non-Coal Mining,DEWSHARAN BAGHEL,Agenda Uploaded by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453534/2023&pid=228653
2340,SIA/CG/MIN/48481/2017,OL/EC/MIN/DURUG/526,Hemant Kumar Sahu Nandini Khundini Limestone Mine,Chhattisgarh,Durg,Dhamdha,Date of Submission for EC: 16 Dec 2019 ,Date of Ec Granted : 17 Nov 2020,Non-Coal Mining,HEMANT SAHU,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/48481/2017&pid=79436
2341,SIA/CG/MIN/230118/2021,,Maa Kudargarhi Stone Crusher Pvt. Ltd. Ordinary stone Quarry,Chhattisgarh,Balrampur,ramanujganj,Date of Submission for TOR: ,Date of Submission for EC: 18 Sep 2021 ,Non-Coal Mining,MAA KUDARGARHI STONE CRUSHER PVT. LTD.,WithdrawEC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/230118/2021&pid=191312
2342,SIA/CG/MIN/231839/2021,OL/EC/MIN/GARIABAND/1835,kochwai sand mine,Chhattisgarh,Gariaband,No Data,Date of Submission for TOR: ,Date of Submission for EC: 29 Sep 2021 ,Non-Coal Mining,KOCHWAI SAND MINE,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/231839/2021&pid=191707
2343,SIA/CG/MIN/127142/2019,OL/EC/MIN/RAJNANDGAON/1037,KOTRASARAR SAND MINES,Chhattisgarh,Rajnandgaon,Dongargaon,Date of Submission for EC: 17 Dec 2019 ,Date of Ec Granted : 01 Sep 2020,Non-Coal Mining,"KOTRASARAR C-2, SAND MINE QUARRY",EC Granted - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/127142/2019&pid=77349
2344,SIA/CG/IND/64573/2017,OL/EC/IND/RAIPUR/593,Shree Hanuman Loha Ltd Unit II,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 09 May 2017 ,Date of Ec Granted : 26 Oct 2017,Industrial Projects - 1,BALAJEE GROUP,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/64573/2017&pid=35234
2345,SIA/CG/MIN/454267/2023,,Urmila Singh,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 04 Dec 2023 ,Non-Coal Mining,URMILA SINGH,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/454267/2023&pid=228987
2346,SIA/CG/MIN/454163/2023,,Rajesh Kumar Sinha									,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 02 Dec 2023 ,Non-Coal Mining,RAJESH SINHA,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/454163/2023&pid=228941
2347,SIA/CG/MIN/428132/2023,OL/EC/MIN/KORBA/2399,"“Ordinary Sand Mining” at Hasdeo River Bed, Khasra No. 150, Area: 4.90 Ha, Village: Ghamota, Tehsil: Darri, District: Korba, State: Chhattisgarh",Chhattisgarh,,,Date of Submission for EC: 06 May 2023 ,Date of Ec Granted : 14 Mar 2024,Non-Coal Mining,MANTORI BAI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/428132/2023&pid=219396
2348,SIA/CG/MIN/429527/2023,OL/EC/MIN/KANKER/2428,Shayamnagar Stone,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 17 May 2023 ,Non-Coal Mining,MANOJ MANDAL,For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/429527/2023&pid=219791
2349,SIA/CG/MIN/34286/2019,OL/EC/LIMESTONEMINE/GARIABANDH/820,polkarra sand mine,Chhattisgarh,Gariaband,Rajim,Date of Submission for TOR: ,Date of Submission for EC: 08 Apr 2019 ,Non-Coal Mining,POLKARRA SAND MINE,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/34286/2019&pid=54570
2350,SIA/CG/NCP/62321/2017,OL/EC/CONSTRUCTION_PROJECT/RAIPUR/556,"Commercial Retail (Formal & Informal) including 			Buildings and Services on plot no. E04,E05,E09, & E010 of  Phase-I,CBD   			Complex  , Sector-21  Naya Raipur.",Chhattisgarh,Raipur,Arang,Date of Submission for EC: 06 Feb 2017 ,Date of Ec Granted : 15 May 2017,INFRA-1,NAYA RAIPUR DEVELOPMENT AUTHORITY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/NCP/62321/2017&pid=34020
2351,SIA/CG/MIN/34311/2015,OL/EC/SANDMINE/JANJGIRCHAMPA/214,"Gram Junadih,Gram Panchyat Sonaidih send mine",Chhattisgarh,Janjgir - Champa,Champa,Date of Submission for EC: 12 Dec 2015 ,Date of Ec Granted : 18 Mar 2016,Non-Coal Mining,GRAM PANCHYAT SONAIDIH SAND MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/34311/2015&pid=3720
