,Proposal Number,Project Name,Project Sector,Date of Submission,Submitted by Proponent,Query for Shortcoming(if any) by SEIAA,Resubmission of Proposal by Proponent 1,Accepted by SEIAA and forwarded to SEAC,Query for Shortcoming(if any) by SEAC,Resubmission of Proposal by Proponent 2,Accepted by SEAC,Forwarded to SEIAA for EC,EC Letter Uploaded On/EC Granted,Link
2941,SIA/TG/IND2/166704/2020,Ms. Ravoos Laboratories Ltd  (Unit II),Industrial Projects - 2,13 Aug 2020,05/08/2020,12/08/2020,13/08/2020,08/09/2020,,,08/09/2020,09/02/2021,20/03/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/166704/2020&type=EC&ID=121811
2942,SIA/TG/IND2/176707/2020,M/s. Simson Life Sciences Pvt. Ltd.,Industrial Projects - 2,30 Sep 2020,30/09/2020,,,10/11/2020,,,20/01/2021,25/02/2021,26/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/176707/2020&type=EC&ID=135415
2943,SIA/TG/IND2/176751/2020,Establishment of Active Pharma Ingredients (Bulk drug and intermediates) manufacturing unit by M/s. Tecpharma Systems India Pvt. Ltd,Industrial Projects - 2,30 Sep 2020,30/09/2020,,,10/11/2020,,,20/01/2021,25/02/2021,27/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/176751/2020&type=EC&ID=135423
2944,SIA/TG/MIN/192794/2021,M/s.Adarsh India Mining Pvt Ltd,Non-Coal Mining,13 Jan 2021,13/01/2021,,,15/01/2021,,,14/03/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/192794/2021&type=EC&ID=160008
2945,SIA/TG/MIN/45407/2019,Proposed Limestone Slabs Quarry of M/s. Reddy Stone Industry,Non-Coal Mining,24 Oct 2019,24/10/2019,,,07/12/2019,,,16/01/2020,03/03/2020,18/03/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/45407/2019&type=EC&ID=70169
2946,SIA/TG/MIS/58528/2020,Construction of Proposed IT Building by  M/s. Vamsiram Projects LLP,INFRA-2,23 Nov 2020,23/11/2020,,,08/12/2020,,,23/01/2021,08/03/2021,04/03/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/58528/2020&type=EC&ID=144154
2947,SIA/TG/MIS/183095/2020,M/s TNR URBAN LLP,INFRA-2,11 Nov 2020,11/11/2020,,,13/11/2020,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/183095/2020&type=EC&ID=142792
2948,SIA/TG/MIS/235248/2021,Hyndava Logistic Park,INFRA-2,22 Oct 2021,22/10/2021,,,12/11/2021,,,12/11/2021,02/12/2021,27/12/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/235248/2021&type=EC&ID=192499
2949,SIA/TG/MIS/70919/2017,M/s. Capgemini Technology Services India Limited,INFRA-2,08 Jan 2022,08/01/2022,,,03/02/2022,,,08/02/2022,,02/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/70919/2017&type=EC&ID=197584
2950,SIA/TG/MIS/250581/2022,DSR Park Ridge by M/s. DSR Prime Spaces,INFRA-2,07 Jan 2022,07/01/2022,,,03/02/2022,,,08/02/2022,24/02/2022,04/04/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/250581/2022&type=EC&ID=197600
2951,SIA/TG/MIN/131227/2019,M/s Siri Granites,Non-Coal Mining,13 Dec 2019,13/12/2019,,,13/12/2019,,,11/03/2020,11/12/2020,12/01/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/131227/2019&type=EC&ID=79335
2952,SIA/TG/IND2/153282/2020,VIWYN PHARMA PRIVATE LIMITED,Industrial Projects - 2,14 May 2020,14/05/2020,,,21/05/2020,,,22/05/2020,09/10/2020,13/11/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/153282/2020&type=EC&ID=104778
2953,SIA/TG/MIN/153974/2020,M/s. Sri Durga Granites,Non-Coal Mining,22 May 2020,22/05/2020,,,05/11/2020,,,05/11/2020,11/11/2020,19/12/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/153974/2020&type=EC&ID=105946
2954,SIA/TG/IND2/151865/2020,Establishment of Active Pharma Ingredients (Bulk Drugs and Intermediates) manufacturing unit  by M/s. Anikar Laboratories Pvt. Ltd,Industrial Projects - 2,21 Apr 2020,21/04/2020,,,08/05/2020,,,21/05/2020,09/02/2021,22/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/151865/2020&type=EC&ID=103411
2955,SIA/TG/MIN/273036/2022,M/s Sri Sai Mine and Minerals,Non-Coal Mining,16 May 2022,16/05/2022,,,23/05/2022,,,24/05/2022,,17/02/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/273036/2022&type=EC&ID=203354
2956,SIA/TG/MIN/273094/2022,Anantha Sai Stone Crushing Pvt Limited,Non-Coal Mining,15 May 2022,15/05/2022,,,23/05/2022,,,24/05/2022,,21/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/273094/2022&type=EC&ID=203357
2957,SIA/TG/NCP/72715/2018,JASWITHA CONSTRUCTIONS (RESIDENTIAL COMPLEX),INFRA-1,05 Feb 2018,05/02/2018,,,06/02/2018,,,09/02/2018,03/03/2018,26/04/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/NCP/72715/2018&type=EC&ID=42308
2958,SIA/TG/MIN/75929/2018,"M/s. Srinivasa Granites
Survey No.293, Asifnagar Village, Kothapally Mandal, Karimnagar District, Telangana State",Non-Coal Mining,25 Jul 2018,25/07/2018,27/11/2019,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/75929/2018&type=EC&ID=45031
2959,SIA/TG/MIN/70772/2017,"Sri. K. Naveen Kumar 
(Mining of Gravel - 3.260 Ha - Cluster)",Non-Coal Mining,03 Nov 2017,03/11/2017,,,20/11/2017,,,20/11/2017,04/01/2018,25/01/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/70772/2017&type=EC&ID=39160
2960,SIA/TG/MIN/77448/2022,Colour Granite Mine of Sreevaree Enterprises,Non-Coal Mining,11 Jul 2022,11/07/2022,,,16/07/2022,,,16/07/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/77448/2022&type=EC&ID=208685
2961,SIA/TG/MIN/283095/2022,Sri Nam Prabhakar – 2.00 Ha,Non-Coal Mining,12 Jul 2022,12/07/2022,,,16/07/2022,,,16/07/2022,,26/07/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/283095/2022&type=EC&ID=208764
2962,SIA/TG/MIS/283598/2022,Sai Sravanthi Infra Projects Private Limited,INFRA-2,14 Jul 2022,14/07/2022,,,19/07/2022,,,05/09/2022,,14/10/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/283598/2022&type=EC&ID=208902
2963,SIA/TG/MIS/195026/2021,Building 5B By  M/s Intime Properties Ltd,INFRA-2,26 Jan 2021,26/01/2021,,,28/01/2021,,,25/02/2021,19/03/2021,07/06/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/195026/2021&type=EC&ID=161543
2964,SIA/TG/MIS/211015/2021,SIA CONSTRUCTION PRIVATE LIMITED,INFRA-2,20 May 2021,30/04/2021,20/05/2021,20/05/2021,20/05/2021,,,27/05/2021,09/06/2021,21/06/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/211015/2021&type=EC&ID=183514
2965,SIA/TG/MIN/143488/2020,M/s. Sapthagiri Minerals,Non-Coal Mining,15 Feb 2020,15/02/2020,,,20/02/2020,,,13/03/2020,31/08/2020,17/09/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/143488/2020&type=EC&ID=91361
2966,SIA/TG/MIN/144401/2020,Sri Bhukya Balu,Non-Coal Mining,14 Aug 2020,20/02/2020,14/08/2020,14/08/2020,28/10/2020,,,28/10/2020,10/11/2020,17/12/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/144401/2020&type=EC&ID=91599
2967,SIA/TG/MIN/42062/2019,"M/s. Sreevaree Enterprises (Colour Granite Mine - 8.00Ha., Sy. No: 8/1 (G.L), Elabotharam Village, Saidapur Mandal       Karimnagar District, Telangana",Non-Coal Mining,20 May 2021,12/05/2021,20/05/2021,20/05/2021,20/05/2021,,,27/05/2021,09/06/2021,22/06/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/42062/2019&type=EC&ID=186695
2968,SIA/TG/MIS/211967/2021,Expansion of Proposed Residential Villa Project by Northstar Homes.,INFRA-2,30 Jun 2021,11/05/2021,18/05/2021,30/06/2021,09/07/2021,,,15/07/2021,23/08/2021,04/09/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/211967/2021&type=EC&ID=186701
2969,SIA/TG/MIS/280526/2022,M/s. Squarius Infra Projects Pvt. Ltd.,INFRA-2,28 Jun 2022,28/06/2022,,,01/07/2022,,,04/07/2022,,29/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/280526/2022&type=EC&ID=208171
2970,SIA/TG/MIN/280255/2022,M/s. Srinivasa Stone Crusher,Non-Coal Mining,27 Jun 2022,27/06/2022,,,01/07/2022,,,04/07/2022,,02/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/280255/2022&type=EC&ID=208110
2971,SIA/TG/MIN/402032/2022,M/s. Sameer Industries -Road metal & Building Stone quarry ,Non-Coal Mining,09 Mar 2023,01/10/2022,28/02/2023,09/03/2023,16/03/2023,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/402032/2022&type=EC&ID=211159
2972,SIA/TG/NCP/76155/2018,Aparna Cyber Scape,INFRA-1,10 Aug 2018,10/08/2018,,,17/09/2019,,,18/09/2019,15/10/2019,08/11/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/NCP/76155/2018&type=EC&ID=45258
